Student_ID,Previous_Semester_GPA,No_of_Backlogs,Cumulative_GPA,T1_Marks,T2_Marks,T3_Marks,Attendance_Percentage,TA_Marks,Adherence_to_Deadlines,Total_Score,Final_Grade
S07152,4.09,0,6.98,16,13,30,84,19,4,78,B+
S07153,5.02,2,5.41,11,14,26,75,23,5,74,B
S07154,6.11,0,8.17,17,18,23,88,21,4,79,B+
S07155,6.87,0,6.41,13,16,26,88,22,4,77,B+
S07156,4.97,0,5.31,12,13,28,66,17,4,70,B
S07157,7.42,2,8.21,12,10,26,94,19,3,67,B
S07158,7.21,0,5.79,14,16,28,85,16,2,74,B
S07159,5.62,1,7.17,14,14,28,78,19,4,75,B+
S07160,7.09,0,6.64,13,18,33,83,20,4,84,B+
S07161,6.7,0,6.12,15,18,31,81,18,3,82,B+
S07162,6.09,2,5.7,12,9,25,68,20,5,66,B
S07163,5.73,1,7.42,15,11,25,93,19,3,70,B
S07164,6.83,0,6.39,13,13,29,81,21,3,76,B+
S07165,7.41,1,5.75,16,14,28,89,22,4,80,B+
S07166,7.94,0,6.28,17,18,28,75,18,3,81,B+
S07167,7.87,3,6.99,12,10,19,89,20,3,61,C+
S07168,7.29,0,6.57,12,16,23,90,22,4,73,B
S07169,8.47,1,7.22,16,12,26,81,19,4,73,B
S07170,5.58,2,6.08,13,12,20,91,21,5,66,B
S07171,7.56,0,8.23,12,15,30,62,15,3,72,B
S07172,4.74,1,7.06,15,14,28,86,19,3,76,B+
S07173,5.51,0,5.42,18,12,29,79,19,4,78,B+
S07174,5.84,1,7.61,14,13,24,77,19,4,70,B
S07175,4.12,0,8.17,11,17,27,68,17,3,72,B
S07176,5.86,0,7.2,13,15,25,81,19,4,72,B
S07177,7.36,0,7.33,17,19,32,67,21,4,89,A
S07178,8.07,0,6.09,15,14,27,62,18,4,74,B
S07179,7.4,0,5.18,14,16,25,77,20,4,75,B+
S07180,7.48,1,6.63,15,16,27,78,17,3,75,B+
S07181,7.5,1,5.81,15,12,24,84,17,2,68,B
S07182,5.7,0,7.08,12,17,27,68,15,2,71,B
S07183,8.0,0,7.64,16,13,32,65,17,4,78,B+
S07184,5.92,0,8.08,13,20,24,66,16,3,73,B
S07185,5.87,0,6.92,14,16,26,69,18,4,74,B
S07186,6.91,1,6.17,14,13,30,69,19,4,76,B+
S07187,5.2,0,7.62,11,15,25,88,21,4,72,B
S07188,7.33,0,7.16,14,14,28,88,22,4,78,B+
S07189,5.64,0,6.01,15,16,26,87,20,4,77,B+
S07190,7.38,0,8.35,15,15,26,69,18,4,74,B
S07191,6.69,0,9.13,19,15,25,78,20,4,79,B+
S07192,7.55,0,5.78,14,17,28,85,17,3,76,B+
S07193,5.95,0,6.41,12,17,27,92,18,2,74,B
S07194,7.33,1,7.3,15,15,27,80,21,4,78,B+
S07195,6.84,0,4.77,16,18,25,90,24,4,83,B+
S07196,7.07,0,7.06,13,17,25,87,21,4,76,B+
S07197,7.32,0,7.37,15,14,31,84,18,2,78,B+
S07198,6.19,0,5.29,16,20,26,93,21,3,83,B+
S07199,5.21,1,7.71,13,12,22,67,20,4,67,B
S07200,7.69,0,7.77,14,13,26,77,19,4,72,B
S07201,8.27,0,4.56,15,16,22,61,14,3,67,B
S07202,5.02,3,7.64,8,13,20,56,16,3,57,C+
S07203,6.74,0,6.96,14,15,23,89,22,4,74,B
S07204,4.59,0,6.29,17,14,27,99,22,4,80,B+
S07205,6.57,2,7.71,11,13,21,80,20,4,65,B
S07206,7.54,0,6.11,17,13,21,77,15,2,66,B
S07207,7.11,0,7.99,14,15,26,76,18,3,73,B
S07208,7.89,0,5.45,15,17,25,87,14,1,71,B
S07209,6.98,0,6.39,13,16,32,65,20,5,81,B+
S07210,5.08,0,6.89,15,14,29,85,17,3,75,B+
S07211,5.82,1,7.27,12,13,27,90,21,3,73,B
S07212,5.83,0,5.4,15,11,26,70,17,4,69,B
S07213,6.08,0,5.33,15,16,22,56,11,2,64,C+
S07214,6.16,0,6.63,15,15,26,76,20,4,76,B+
S07215,6.82,1,5.81,16,13,24,77,21,4,74,B
S07216,7.08,1,6.76,13,14,22,87,20,4,69,B
S07217,6.95,0,7.35,15,14,24,80,22,5,75,B+
S07218,6.93,3,6.67,9,11,30,96,25,4,75,B+
S07219,9.49,1,6.38,16,12,25,80,22,5,75,B+
S07220,6.94,0,6.55,17,15,27,83,22,4,81,B+
S07221,7.46,0,4.53,17,15,23,75,18,4,73,B
S07222,7.32,0,6.26,13,13,34,82,17,4,77,B+
S07223,4.67,0,5.5,17,17,25,76,17,4,76,B+
S07224,6.98,0,7.0,15,13,22,78,17,3,67,B
S07225,9.1,1,8.8,12,12,22,89,19,3,65,B
S07226,5.93,1,8.29,14,15,29,84,17,3,75,B+
S07227,6.96,0,8.66,15,14,26,92,21,4,76,B+
S07228,8.1,1,7.88,11,18,27,71,21,4,77,B+
S07229,4.72,1,7.5,14,11,24,87,15,2,64,C+
S07230,8.26,0,6.45,12,14,24,78,17,3,67,B
S07231,5.64,0,6.61,12,13,27,82,18,4,70,B
S07232,5.82,1,4.88,10,12,24,61,19,4,65,B
S07233,6.7,1,6.92,16,10,27,67,22,5,75,B+
S07234,7.09,2,6.56,14,14,24,80,20,4,72,B
S07235,6.19,1,4.87,13,13,28,76,22,5,76,B+
S07236,6.33,0,7.4,14,18,30,76,20,4,82,B+
S07237,7.44,0,5.35,14,17,28,70,21,4,80,B+
S07238,4.98,1,7.97,17,10,27,83,18,3,72,B
S07239,6.62,0,5.5,15,15,26,68,17,3,73,B
S07240,5.58,1,6.77,14,14,24,91,18,3,70,B
S07241,4.47,0,3.62,19,15,30,74,17,4,81,B+
S07242,6.59,0,5.41,16,13,33,80,21,5,83,B+
S07243,6.4,0,6.84,14,15,27,78,18,2,74,B
S07244,5.97,3,5.84,12,9,24,63,16,4,61,C+
S07245,4.08,1,7.78,12,14,23,87,19,3,68,B
S07246,6.41,0,6.54,16,17,26,90,25,5,84,B+
S07247,7.06,0,7.35,16,12,22,78,19,5,69,B
S07248,6.36,1,8.03,14,15,25,71,20,5,74,B
S07249,6.7,0,6.7,16,16,24,60,15,4,71,B
S07250,5.91,0,4.84,15,15,31,87,17,4,78,B+
S07251,6.64,0,7.17,17,17,30,84,19,4,83,B+
S07252,7.36,1,7.58,12,13,26,81,20,4,71,B
S07253,6.84,0,7.46,13,19,26,68,16,3,74,B
S07254,5.5,0,6.18,17,16,21,83,22,4,76,B+
S07255,7.21,0,5.98,15,15,26,76,21,4,77,B+
S07256,6.15,0,7.74,11,13,29,85,20,4,73,B
S07257,7.23,0,7.01,15,14,28,80,18,2,75,B+
S07258,7.04,0,7.22,13,12,29,80,20,3,74,B
S07259,6.3,0,6.81,15,16,25,93,20,4,76,B+
S07260,5.92,0,6.6,15,13,20,70,16,4,64,C+
S07261,6.59,0,7.02,14,15,24,88,21,4,74,B
S07262,6.3,1,5.91,14,16,27,84,20,4,77,B+
S07263,6.61,1,7.11,13,13,21,57,14,3,61,C+
S07264,7.38,0,5.44,12,14,24,91,21,4,71,B
S07265,5.13,0,5.51,12,14,26,70,19,4,71,B
S07266,5.26,0,7.1,15,18,29,84,20,3,82,B+
S07267,6.07,0,7.85,16,18,31,84,21,5,86,A
S07268,7.35,0,6.46,16,15,26,80,21,4,78,B+
S07269,6.4,0,3.3,14,14,28,82,22,4,78,B+
S07270,5.28,0,7.64,14,15,30,87,20,3,79,B+
S07271,7.12,0,6.38,14,16,28,62,20,5,78,B+
S07272,7.83,0,5.89,15,13,30,84,20,4,78,B+
S07273,7.74,1,6.91,16,11,29,78,19,4,75,B+
S07274,8.3,0,7.71,15,16,30,74,17,3,78,B+
S07275,3.94,0,5.32,13,17,33,92,23,4,86,A
S07276,5.99,1,8.77,14,11,26,80,16,3,67,B
S07277,5.67,0,7.21,17,14,23,79,23,5,77,B+
S07278,4.98,0,7.76,16,13,28,90,21,4,78,B+
S07279,7.11,0,7.36,17,17,24,88,21,4,79,B+
S07280,7.82,0,7.06,16,13,28,77,16,3,73,B
S07281,5.42,0,4.29,19,15,32,97,24,4,90,A+
S07282,7.08,1,7.85,12,14,27,71,16,3,69,B
S07283,8.75,0,7.83,15,17,31,69,15,2,78,B+
S07284,6.45,0,6.82,13,12,31,80,18,3,74,B
S07285,6.71,1,7.59,12,12,27,82,22,4,73,B
S07286,5.99,1,8.27,15,12,29,86,21,4,77,B+
S07287,6.29,3,7.05,10,8,21,89,17,2,56,C+
S07288,6.16,0,7.17,17,14,27,70,21,4,79,B+
S07289,6.31,0,7.5,13,14,27,89,25,4,79,B+
S07290,9.51,0,5.0,11,10,32,94,21,4,74,B
S07291,6.03,1,8.8,16,15,21,76,20,4,72,B
S07292,7.88,0,5.77,13,14,24,71,17,4,68,B
S07293,4.79,0,7.68,14,16,33,83,23,5,86,A
S07294,5.57,0,6.88,14,16,26,68,17,3,73,B
S07295,6.03,0,6.4,16,14,26,60,18,4,74,B
S07296,4.75,1,7.75,16,10,28,78,16,2,70,B
S07297,6.02,0,6.96,15,16,22,83,19,3,72,B
S07298,6.7,0,6.66,11,15,26,82,22,3,74,B
S07299,4.49,0,5.48,16,13,26,77,24,5,79,B+
S07300,5.52,0,7.45,14,11,29,66,20,4,74,B
S07301,7.56,1,7.62,13,15,26,56,16,3,70,B
S07302,5.5,0,6.58,13,16,28,97,21,3,78,B+
S07303,8.6,0,8.07,16,13,25,82,19,4,73,B
S07304,6.91,0,6.06,15,14,26,72,17,4,72,B
S07305,6.69,0,6.84,16,17,30,77,21,5,84,B+
S07306,5.91,1,4.81,11,14,26,85,21,3,72,B
S07307,7.02,2,8.62,9,12,23,85,17,2,61,C+
S07308,7.52,1,6.3,14,15,29,74,19,5,77,B+
S07309,8.22,0,5.82,16,15,29,88,19,3,79,B+
S07310,5.98,0,7.32,14,17,30,62,18,4,79,B+
S07311,5.62,0,7.77,14,10,23,83,18,3,65,B
S07312,5.99,2,7.15,10,14,23,78,20,4,67,B
S07313,6.37,0,7.69,18,18,26,92,22,3,84,B+
S07314,5.18,0,6.92,17,14,26,89,23,4,80,B+
S07315,6.69,0,8.5,13,16,26,75,22,4,77,B+
S07316,6.03,0,4.99,15,16,24,79,17,3,72,B
S07317,6.98,1,5.24,12,14,31,85,24,4,81,B+
S07318,6.5,0,7.35,16,16,30,74,16,4,78,B+
S07319,6.73,0,4.72,13,13,29,71,11,1,66,B
S07320,7.53,0,6.4,14,15,27,90,18,4,74,B
S07321,6.3,0,6.75,14,19,27,81,19,4,79,B+
S07322,6.17,0,8.79,18,18,25,93,22,4,83,B+
S07323,5.57,0,5.8,11,12,19,81,19,4,61,C+
S07324,6.22,0,7.96,13,15,27,90,18,3,73,B
S07325,3.13,3,6.7,5,13,23,70,19,4,60,C+
S07326,4.31,0,5.33,13,17,28,87,20,3,78,B+
S07327,4.38,0,7.44,13,16,25,90,18,2,72,B
S07328,6.71,0,8.08,15,18,29,95,22,5,84,B+
S07329,8.0,2,6.05,11,13,21,82,23,5,68,B
S07330,8.09,0,7.42,13,16,27,95,20,2,76,B+
S07331,4.57,0,6.65,14,18,30,87,20,3,82,B+
S07332,6.52,0,7.98,16,12,27,92,17,2,72,B
S07333,6.88,0,6.35,18,9,18,95,25,4,70,B
S07334,4.6,0,6.81,17,16,23,77,18,3,74,B
S07335,6.62,2,6.54,9,11,23,86,23,4,66,B
S07336,5.21,0,9.35,16,13,31,90,24,5,84,B+
S07337,6.22,0,7.39,16,16,32,78,17,4,81,B+
S07338,7.82,0,7.78,14,11,27,89,25,5,77,B+
S07339,8.72,0,4.54,14,12,26,88,18,3,70,B
S07340,7.8,0,8.11,18,14,33,89,24,5,89,A
S07341,6.68,0,7.42,18,15,26,69,22,5,81,B+
S07342,5.95,0,6.76,16,16,26,74,16,3,74,B
S07343,5.17,0,4.03,14,16,26,81,18,4,74,B
S07344,6.34,0,6.91,16,18,24,61,21,5,79,B+
S07345,6.54,2,7.65,14,14,16,89,25,5,69,B
S07346,7.27,0,6.88,15,17,26,71,21,4,79,B+
S07347,8.63,0,5.06,15,13,27,83,22,4,77,B+
S07348,7.08,0,7.84,15,13,25,78,20,4,73,B
S07349,6.39,3,6.8,8,10,20,83,24,5,62,C+
S07350,6.34,0,6.57,12,11,24,83,21,4,68,B
S07351,9.35,1,5.6,18,12,24,71,19,5,73,B
S07352,7.6,0,7.4,12,14,26,66,20,4,72,B
S07353,6.36,0,8.23,13,13,22,92,19,3,67,B
S07354,5.55,1,8.23,11,16,28,53,13,4,68,B
S07355,6.91,1,7.59,14,13,26,88,19,3,72,B
S07356,5.92,3,6.41,12,13,21,89,23,4,69,B
S07357,6.18,0,5.34,17,11,27,78,22,5,77,B+
S07358,7.4,0,6.4,19,12,25,77,18,4,74,B
S07359,7.39,1,7.51,14,14,30,79,17,3,75,B+
S07360,7.99,1,7.5,12,12,19,90,20,3,63,C+
S07361,6.19,0,8.07,15,16,31,69,15,3,77,B+
S07362,6.96,0,7.36,13,19,26,72,12,3,70,B
S07363,5.23,2,6.47,12,16,25,78,16,3,69,B
S07364,7.64,0,6.89,12,14,27,88,17,4,70,B
S07365,4.93,1,6.79,12,12,24,86,19,4,67,B
S07366,6.6,0,5.91,15,14,30,75,19,4,78,B+
S07367,5.79,0,6.87,18,14,29,92,21,3,82,B+
S07368,8.1,0,8.02,15,16,27,96,24,4,82,B+
S07369,6.17,0,6.48,10,13,32,69,18,4,73,B
S07370,7.52,0,8.42,16,15,22,74,18,3,71,B
S07371,6.35,0,5.75,16,14,26,78,17,3,73,B
S07372,7.49,0,4.78,13,17,27,93,20,4,77,B+
S07373,6.78,0,6.59,14,16,24,74,16,4,70,B
S07374,6.24,0,9.29,14,13,27,87,19,3,73,B
S07375,3.27,1,7.12,17,16,23,82,18,2,74,B
S07376,5.68,0,8.15,18,18,24,85,19,3,79,B+
S07377,6.56,0,7.22,17,14,27,78,22,4,80,B+
S07378,7.1,0,6.35,17,13,30,75,18,4,78,B+
S07379,7.9,0,6.93,18,16,31,75,22,5,87,A
S07380,4.11,0,6.02,13,15,30,70,15,3,73,B
S07381,7.7,0,8.32,14,16,28,82,21,5,79,B+
S07382,6.59,0,8.46,13,15,31,92,20,4,79,B+
S07383,6.31,0,6.0,12,12,22,73,17,3,63,C+
S07384,5.99,0,6.43,16,16,26,79,20,4,78,B+
S07385,7.26,1,8.54,18,16,28,65,15,3,77,B+
S07386,6.21,0,7.48,14,10,26,86,20,4,70,B
S07387,4.31,1,6.88,10,14,24,90,24,5,72,B
S07388,6.49,2,6.72,13,10,26,82,18,3,67,B
S07389,7.14,0,8.06,10,17,32,89,22,3,81,B+
S07390,5.26,0,7.15,16,18,31,76,17,3,82,B+
S07391,8.42,1,6.82,13,11,27,99,22,3,73,B
S07392,5.44,0,5.31,16,14,26,79,22,5,78,B+
S07393,4.06,0,4.95,15,15,24,91,20,3,74,B
S07394,7.49,0,6.09,15,16,26,94,21,4,78,B+
S07395,4.97,0,7.91,15,12,24,76,23,5,74,B
S07396,7.26,0,7.71,15,15,28,96,17,2,75,B+
S07397,5.35,3,6.07,11,11,23,69,14,2,59,C+
S07398,6.37,0,6.52,15,16,18,92,21,3,70,B
S07399,7.01,0,5.9,14,16,31,90,24,5,85,A
S07400,5.7,1,8.66,15,14,19,94,23,4,71,B
S07401,7.33,0,5.16,16,14,22,74,20,4,72,B
S07402,4.77,1,7.5,12,14,26,85,21,4,73,B
S07403,7.21,1,7.67,13,11,23,77,16,3,63,C+
S07404,6.43,2,7.61,11,10,21,63,13,2,55,C+
S07405,6.9,0,6.85,15,18,28,80,13,2,74,B
S07406,6.75,0,7.16,16,14,26,75,19,4,75,B+
S07407,5.78,0,5.87,13,12,28,84,22,4,75,B+
S07408,5.65,0,7.57,15,19,30,79,19,4,83,B+
S07409,4.96,0,7.03,18,16,31,81,20,2,85,A
S07410,5.92,0,7.26,13,19,27,83,21,3,80,B+
S07411,7.33,1,5.96,12,16,28,84,21,3,77,B+
S07412,7.05,0,6.04,18,17,23,69,15,3,73,B
S07413,7.95,0,4.7,16,14,27,59,14,3,71,B
S07414,5.5,0,6.35,14,15,29,87,21,4,79,B+
S07415,7.05,0,7.88,14,16,27,81,20,4,77,B+
S07416,7.34,0,7.06,15,17,31,94,17,3,80,B+
S07417,7.8,0,8.48,18,18,19,71,15,3,70,B
S07418,6.93,2,6.29,7,14,22,80,20,4,63,C+
S07419,7.37,1,6.65,16,16,26,80,21,4,79,B+
S07420,5.43,0,5.52,11,15,25,79,16,3,67,B
S07421,9.01,0,8.3,15,16,24,76,25,5,80,B+
S07422,5.28,1,5.61,13,15,30,99,22,3,80,B+
S07423,6.32,1,8.36,16,17,23,67,18,4,74,B
S07424,8.14,2,4.19,13,12,23,79,23,4,71,B
S07425,6.08,0,7.05,14,16,29,75,25,5,84,B+
S07426,6.47,1,5.31,14,16,24,66,18,4,72,B
S07427,6.86,3,8.71,12,10,23,85,19,4,64,C+
S07428,5.77,3,8.66,9,11,24,87,19,3,63,C+
S07429,6.57,0,4.89,11,11,26,72,19,4,67,B
S07430,7.98,0,6.24,14,15,23,67,16,3,68,B
S07431,6.49,0,8.08,17,15,29,87,21,5,82,B+
S07432,8.26,1,5.53,12,15,30,86,19,3,76,B+
S07433,6.93,0,5.14,11,16,30,64,16,4,73,B
S07434,7.5,0,7.35,12,13,25,99,22,3,72,B
S07435,9.08,0,7.04,11,16,29,82,25,5,81,B+
S07436,7.02,0,6.0,16,15,23,84,20,4,74,B
S07437,7.78,0,8.27,15,13,26,81,18,3,72,B
S07438,5.65,0,6.13,13,19,29,81,19,4,80,B+
S07439,5.23,0,8.52,16,18,24,83,20,3,78,B+
S07440,8.15,1,7.62,12,12,23,72,14,2,61,C+
S07441,5.43,2,7.47,15,13,31,82,19,4,78,B+
S07442,6.9,2,5.12,12,13,21,70,20,4,66,B
S07443,7.05,0,7.25,16,16,23,62,15,4,70,B
S07444,6.06,0,5.63,18,19,29,84,24,5,90,A+
S07445,7.05,2,7.47,13,12,23,88,17,3,65,B
S07446,5.24,0,6.28,15,17,28,85,20,3,80,B+
S07447,7.01,0,8.83,14,11,30,86,20,4,75,B+
S07448,6.22,0,5.02,17,14,25,91,20,4,76,B+
S07449,5.03,1,7.22,14,11,25,75,17,3,67,B
S07450,5.54,0,6.27,15,14,25,89,18,3,72,B
S07451,7.92,0,5.99,13,14,28,96,25,5,80,B+
S07452,7.13,0,6.58,16,15,24,69,21,5,76,B+
S07453,7.68,0,6.02,13,15,25,74,21,5,74,B
S07454,6.02,0,4.15,14,17,23,85,19,3,73,B
S07455,5.02,0,6.72,19,16,22,83,24,5,81,B+
S07456,8.15,0,6.03,15,15,28,83,16,3,74,B
S07457,6.91,0,5.75,13,14,28,87,18,2,73,B
S07458,6.25,2,6.47,12,12,26,78,22,4,72,B
S07459,6.56,0,7.29,15,15,26,82,19,4,75,B+
S07460,4.7,1,6.3,15,13,33,79,21,4,82,B+
S07461,5.49,0,5.94,16,14,30,62,20,5,80,B+
S07462,6.06,0,5.52,14,17,26,95,24,4,81,B+
S07463,4.03,0,8.52,15,17,30,80,24,5,86,A
S07464,6.63,1,5.92,14,15,26,89,21,4,76,B+
S07465,4.75,1,7.26,15,13,27,89,25,5,80,B+
S07466,4.66,1,6.36,13,10,25,56,11,2,59,C+
S07467,7.62,0,7.82,15,15,30,70,16,3,76,B+
S07468,7.1,0,8.32,16,15,28,79,16,3,75,B+
S07469,4.84,0,6.89,15,16,25,94,25,5,81,B+
S07470,8.74,0,4.8,13,15,25,78,17,2,70,B
S07471,7.39,3,7.15,7,11,23,81,17,3,58,C+
S07472,5.16,3,6.99,13,10,22,72,18,4,63,C+
S07473,6.62,0,6.0,13,19,30,74,16,3,78,B+
S07474,6.4,0,7.14,19,16,33,80,20,4,88,A
S07475,7.13,0,7.75,14,15,29,79,16,2,74,B
S07476,6.74,0,5.92,15,13,29,97,24,4,81,B+
S07477,4.98,3,7.75,11,9,23,90,21,4,64,C+
S07478,8.15,0,6.61,12,15,27,83,24,5,78,B+
S07479,7.12,0,4.0,15,15,25,82,19,3,74,B
S07480,7.07,0,7.95,11,18,27,80,12,1,68,B
S07481,4.47,0,6.56,14,14,28,73,19,4,75,B+
S07482,3.97,0,6.02,18,15,28,81,22,4,83,B+
S07483,6.25,0,7.33,14,12,30,88,23,4,79,B+
S07484,6.65,1,8.13,13,14,26,70,20,5,73,B
S07485,6.95,1,6.14,15,10,21,96,21,4,67,B
S07486,5.35,1,7.1,13,15,29,67,16,4,73,B
S07487,4.33,0,6.37,16,15,28,92,21,3,80,B+
S07488,5.35,1,8.31,17,10,29,84,18,3,74,B
S07489,7.71,2,5.6,11,11,23,94,25,4,70,B
S07490,5.65,1,6.68,13,18,19,83,18,3,68,B
S07491,7.72,3,4.85,10,15,19,73,20,4,64,C+
S07492,7.94,1,4.64,15,13,29,80,21,4,78,B+
S07493,7.09,0,7.11,16,14,27,90,21,4,78,B+
S07494,3.46,0,7.89,12,17,30,85,21,4,80,B+
S07495,4.9,0,8.33,17,18,32,70,19,3,86,A
S07496,7.07,2,8.54,13,12,24,81,19,4,68,B
S07497,5.94,0,7.91,14,16,30,91,21,4,81,B+
S07498,4.97,0,3.5,16,15,27,86,19,4,77,B+
S07499,5.97,1,7.34,11,15,27,94,21,3,74,B
S07500,7.22,1,5.77,11,14,23,89,20,3,68,B
S07501,6.49,1,7.06,15,11,26,76,17,3,69,B
S07502,7.13,1,6.93,16,11,27,94,20,3,74,B
S07503,6.46,0,6.46,17,12,27,80,16,3,72,B
S07504,5.52,0,7.21,15,15,25,82,18,2,73,B
S07505,5.03,0,5.99,14,15,26,67,19,3,74,B
S07506,6.49,0,7.46,15,15,28,68,20,5,78,B+
S07507,7.04,1,7.83,14,13,29,91,19,3,75,B+
S07508,7.49,0,5.53,16,15,26,78,21,4,78,B+
S07509,6.06,0,7.12,16,17,30,93,20,4,83,B+
S07510,7.54,1,7.88,15,15,28,87,24,4,82,B+
S07511,5.95,1,5.65,16,13,25,76,20,4,74,B
S07512,6.97,0,7.26,13,14,30,72,16,3,73,B
S07513,8.53,0,7.08,14,12,24,88,16,2,66,B
S07514,6.76,1,7.12,11,15,30,79,21,4,77,B+
S07515,8.22,0,5.88,17,20,22,90,22,4,81,B+
S07516,5.09,2,7.54,13,9,25,72,16,2,63,C+
S07517,3.89,1,6.34,14,13,27,77,16,2,70,B
S07518,6.5,1,5.86,14,17,26,87,23,4,80,B+
S07519,7.79,0,8.2,13,14,24,87,20,4,71,B
S07520,6.41,0,6.95,17,15,22,90,21,4,75,B+
S07521,5.78,0,6.72,15,17,20,81,19,3,71,B
S07522,6.62,0,6.8,15,14,26,89,23,4,78,B+
S07523,9.78,0,6.35,15,14,25,69,16,3,70,B
S07524,6.75,2,7.35,12,16,26,83,22,5,76,B+
S07525,5.56,1,7.55,12,15,22,76,17,4,66,B
S07526,7.31,1,7.92,12,11,23,73,20,4,66,B
S07527,5.63,0,7.89,16,16,26,77,19,3,77,B+
S07528,7.88,0,6.42,16,16,28,70,22,4,82,B+
S07529,6.59,0,7.03,15,17,27,83,22,4,81,B+
S07530,5.6,0,6.48,17,16,26,75,20,4,79,B+
S07531,5.97,1,6.3,13,15,24,88,15,2,67,B
S07532,6.62,0,6.66,16,14,27,84,22,5,79,B+
S07533,5.92,0,6.5,17,15,29,80,19,5,80,B+
S07534,6.79,1,8.75,15,15,26,92,23,5,79,B+
S07535,4.55,1,8.01,10,14,29,86,22,4,75,B+
S07536,7.3,0,6.19,11,9,31,83,16,2,67,B
S07537,6.34,0,7.78,16,20,29,68,15,2,80,B+
S07538,5.6,2,7.86,14,12,24,86,20,3,70,B
S07539,8.96,3,9.09,10,12,25,78,19,4,66,B
S07540,6.57,0,6.57,16,17,31,79,21,5,85,A
S07541,7.49,1,5.53,12,14,20,86,22,4,68,B
S07542,6.7,0,6.4,17,13,26,90,22,4,78,B+
S07543,4.8,0,8.41,15,15,32,71,19,4,81,B+
S07544,5.55,0,6.93,19,17,22,72,20,5,78,B+
S07545,6.28,0,7.25,13,11,26,80,23,4,73,B
S07546,7.05,0,6.88,14,18,28,88,19,3,79,B+
S07547,6.76,0,6.13,15,15,28,74,18,3,76,B+
S07548,7.66,0,5.51,14,12,24,85,19,3,69,B
S07549,5.72,1,6.55,18,17,21,75,17,3,73,B
S07550,4.54,0,6.74,16,14,28,91,19,3,77,B+
S07551,4.95,1,7.29,16,13,24,77,19,3,72,B
S07552,7.24,0,4.95,15,13,32,75,16,3,76,B+
S07553,8.59,1,7.16,15,10,26,75,14,2,65,B
S07554,9.01,0,6.92,15,18,26,95,21,4,80,B+
S07555,5.43,1,6.93,15,16,22,72,17,3,70,B
S07556,6.32,0,9.02,16,17,31,69,19,3,83,B+
S07557,4.63,0,7.39,16,15,26,62,20,5,77,B+
S07558,8.42,0,8.34,16,14,28,71,18,4,76,B+
S07559,7.61,0,7.13,17,19,29,71,15,3,80,B+
S07560,6.46,0,7.65,12,16,26,80,19,4,73,B
S07561,5.77,0,6.15,13,11,22,82,18,4,64,C+
S07562,9.17,1,6.17,12,15,22,77,19,4,68,B
S07563,5.2,0,6.74,14,14,27,89,18,3,73,B
S07564,6.58,0,6.33,15,11,26,84,18,4,70,B
S07565,7.26,1,9.1,17,12,29,76,21,5,79,B+
S07566,7.68,0,5.04,16,16,31,67,17,4,80,B+
S07567,4.02,0,6.81,13,16,30,79,18,4,77,B+
S07568,6.52,0,5.3,15,17,27,98,22,3,81,B+
S07569,4.61,0,6.77,15,16,30,96,20,3,81,B+
S07570,5.49,1,5.78,11,11,21,78,13,2,56,C+
S07571,6.34,0,6.89,14,9,24,76,21,4,68,B
S07572,9.18,0,6.57,13,14,27,70,16,4,70,B
S07573,6.81,1,6.67,16,15,27,78,15,2,73,B
S07574,7.53,0,6.35,16,14,24,69,19,4,73,B
S07575,5.79,1,5.6,14,12,22,90,23,5,71,B
S07576,6.45,1,7.51,15,12,20,60,19,5,66,B
S07577,8.05,0,6.24,14,13,29,96,24,5,80,B+
S07578,5.54,0,6.56,15,14,29,91,18,2,76,B+
S07579,7.84,0,6.19,15,15,23,85,18,3,71,B
S07580,8.48,0,6.42,19,16,26,51,14,4,75,B+
S07581,7.61,1,5.56,13,11,25,89,17,3,66,B
S07582,6.33,0,6.77,14,16,25,81,16,3,71,B
S07583,5.51,0,6.71,16,17,25,89,23,4,81,B+
S07584,5.43,0,6.8,11,15,26,96,23,4,75,B+
S07585,6.37,0,5.09,17,13,25,76,17,2,72,B
S07586,6.34,0,6.75,15,14,25,91,23,4,77,B+
S07587,7.03,0,7.36,15,19,21,78,19,4,74,B
S07588,7.13,0,8.14,13,12,29,82,17,2,71,B
S07589,7.5,0,5.77,16,15,27,53,21,4,79,B+
S07590,7.15,1,7.45,13,11,32,75,18,4,74,B
S07591,6.61,0,6.44,12,15,30,79,19,4,76,B+
S07592,5.86,0,6.6,15,19,24,91,24,5,82,B+
S07593,6.7,0,7.82,14,12,29,67,14,3,69,B
S07594,7.64,0,4.44,17,15,33,76,16,2,81,B+
S07595,5.74,0,6.87,13,15,28,90,22,3,78,B+
S07596,5.35,0,6.68,17,19,31,77,14,4,81,B+
S07597,5.52,0,6.06,13,15,25,79,23,5,76,B+
S07598,5.99,0,6.91,18,16,26,67,11,2,71,B
S07599,5.96,2,7.11,12,14,20,90,19,3,65,B
S07600,7.44,0,8.54,14,15,29,84,18,5,76,B+
S07601,7.56,0,6.03,16,18,21,71,18,4,73,B
S07602,8.27,0,7.92,14,18,28,79,18,4,78,B+
S07603,7.11,1,6.15,15,9,19,91,21,3,64,C+
S07604,5.95,1,4.29,13,14,28,64,15,3,70,B
S07605,6.16,1,6.12,11,15,24,75,25,5,75,B+
S07606,5.86,0,5.91,17,14,28,70,15,3,74,B
